Sample_unique_id,Treat,Plate,library,Cell,Dose,Time,Compound name,Catalog Number,Catalog Number.1,smiles
sample5_608,Compd1732,Plate18,5,293T,10uM,24h,Trilobatin,Cpd1732,4192-90-9,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)OC3C(C(C(C(O3)CO)O)O)O)O)O
sample5_609,Compd1733,Plate18,5,293T,10uM,24h,Pinostrobin chalcone,Cpd1733,18956-15-5,COC1=CC(=C(C(=C1)O)C(=O)C=CC2=CC=CC=C2)O
sample5_61,Compd1661,Plate17,5,293T,10uM,24h,Arteannuin B,Cpd1661,50906-56-4,CC1CCC2C(=C)C(=O)OC23C1CCC4(C3O4)C
sample5_610,Compd1734,Plate18,5,293T,10uM,24h,"6-Hydroxykaem pferol
3-O-β-D-gluco
side",Cpd1734,145134-61-8,C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C=C(C(=C3O)O)O)OC4C(C(C(C(O4)CO)O)O)O)O
sample5_612,Compd1736,Plate18,5,293T,10uM,24h,Withanolide A,Cpd1736,32911-62-9,CC1=C(C(=O)OC(C1)C(C)(C2CCC3C2(CCC4C3C5C(O5)C6(C4(C(=O)C=CC6)C)O)C)O)C
sample5_613,Compd1737,Plate18,5,293T,10uM,24h,Dihydroberberin e,Cpd1737,483-15-8,COC1=C(C2=C(C=C1)C=C3C4=CC5=C(C=C4CCN3C2)OCO5)OC
sample5_614,Compd1738,Plate18,5,293T,10uM,24h,"Hydroxy-γ-san
shool",Cpd1738,78886-66-5,CC=CC=CC=CCCC=CC=CC(=O)NCC(C)(C)O
sample5_615,Compd1739,Plate18,5,293T,10uM,24h,Glaucine,Cpd1739,475-81-0,CN1CCC2=CC(=C(C3=C2C1CC4=CC(=C(C=C43)OC)OC)OC)OC
sample5_616,Compd1740,Plate18,5,293T,10uM,24h,Hydroxy-β-san shool,Cpd1740,97465-69-5,CC=CC=CC=CCCC=CC(=O)NCC(C)(C)O
sample5_617,Compd1741,Plate18,5,293T,10uM,24h,Coniferin,Cpd1741,531-29-3,COC1=C(C=CC(=C1)C=CCO)OC2C(C(C(C(O2)CO)O)O)O
sample5_618,Compd1742,Plate18,5,293T,10uM,24h,"Syringetin-3-O-r
utinoside",Cpd1742,53430-50-5,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C(=C5)OC)O)OC)O)O)O)O)O)O
sample5_619,Compd1743,Plate18,5,293T,10uM,24h,"6-Hydroxykaem pferol
3-β-rutinoside",Cpd1743,205527-00-0,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=C(C3=O)C(=C(C(=C4)O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O)O
sample5_62,Compd1662,Plate17,5,293T,10uM,24h,Astaxanthin,Cpd1662,472-61-7,CC1=C(C(CC(C1=O)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(C(=O)C(CC2(C)C)O)C)C)C
sample5_620,Compd1744,Plate18,5,293T,10uM,24h,"6-Hydroxykaem pferol
3,6-diglucoside",Cpd1744,142674-16-6,C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C=C(C(=C3O)OC4C(C(C(C(O4)CO)O)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)O
sample5_621,Compd1745,Plate18,5,293T,10uM,24h,Neoquassin,Cpd1745,76-77-7,CC1C=C(C(=O)C2(C1CC3C4(C2C(=O)C(=C(C4CC(O3)O)C)OC)C)C)OC
sample5_622,Compd1746,Plate18,5,293T,10uM,24h,Kuwanon G,Cpd1746,75629-19-5,CC1=CC(C(C(C1)C2=C(C=C(C=C2)O)O)C(=O)C3=C(C=C(C=C3)O)O)C4=C(C=C(C5=C4OC(=C(C5=O)CC=C(C)C)C6=C(C=C(C=C6)O)O)O)O
sample5_623,Compd1747,Plate18,5,293T,10uM,24h,Aromadendrin,Cpd1747,480-20-6,C1=CC(=CC=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
sample5_624,Compd1748,Plate18,5,293T,10uM,24h,"12-Deoxywithas
tramonolide",Cpd1748,60124-17-6,CC1=C(C(=O)OC(C1)C(C)C2CCC3C2(CCC4C3C5C(O5)C6(C4(C(=O)C=CC6)C)O)C)CO
sample5_625,Compd1749,Plate18,5,293T,10uM,24h,5-Hydroxy-3-(4-hydroxybenzyl)-7-methoxychroman-4-one,Cpd1749,108001-32-7,COC1=CC(=C2C(=C1)OCC(C2=O)CC3=CC=C(C=C3)O)O
sample5_626,Compd1750,Plate18,5,293T,10uM,24h,(-)-Heraclenol,Cpd1750,139079-42-8,CC(C)(C(COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)O)O
sample5_627,Compd1751,Plate18,5,293T,10uM,24h,"5,7,3',4',5'-Penta
methoxyflavone",Cpd1751,53350-26-8,COC1=CC2=C(C(=C1)OC)C(=O)C=C(O2)C3=CC(=C(C(=C3)OC)OC)OC
sample5_628,Compd1752,Plate18,5,293T,10uM,24h,"5,7,3',4'-Tetram
ethoxyflavone",Cpd1752,855-97-0,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3OC)OC)OC
sample5_629,Compd1753,Plate18,5,293T,10uM,24h,"Isorhamnetin
7-O-β-D-gluco pyranoside",Cpd1753,6743-96-0,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O
sample5_63,Compd1663,Plate17,5,293T,10uM,24h,"Dehydrodiconif
eryl alcohol",Cpd1663,528814-97-3,COC1=CC(=CC2=C1OC(C2CO)C3=CC(=C(C=C3)O)OC)C=CCO
sample5_630,Compd1754,Plate18,5,293T,10uM,24h,"Syringetin
3-O-β-D-gluco side",Cpd1754,40039-49-4,COC1=CC(=CC(=C1O)OC)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O
sample5_631,Compd1755,Plate18,5,293T,10uM,24h,Jervine,Cpd1755,469-59-0,CC1CC2C(C(C3(O2)CCC4C5CC=C6CC(CCC6(C5C(=O)C4=C3C)C)O)C)NC1
sample5_632,Compd1756,Plate18,5,293T,10uM,24h,Berberrubine,Cpd1756,15401-69-1,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)O.[Cl-]
sample5_633,Compd1757,Plate18,5,293T,10uM,24h,Pinosylvin,Cpd1757,22139-77-1,C1=CC=C(C=C1)C=CC2=CC(=CC(=C2)O)O
sample5_634,Compd1758,Plate18,5,293T,10uM,24h,Agnuside,Cpd1758,11027-63-7,C1=COC(C2C1C(C=C2COC(=O)C3=CC=C(C=C3)O)O)OC4C(C(C(C(O4)CO)O)O)O
sample5_635,Compd1759,Plate18,5,293T,10uM,24h,1-Kestose,Cpd1759,470-69-9,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)COC3(C(C(C(O3)CO)O)O)CO)O)O)O)O
sample5_636,Compd1760,Plate18,5,293T,10uM,24h,"1F-Fructofurano
sylnystose",Cpd1760,59432-60-9,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)COC3(C(C(C(O3)CO)O)O)COC4(C(C(C(O4)CO)O)O)COC5(C(C(C(O5)CO)O)O)CO)O)O)O)O
sample5_637,Compd1761,Plate18,5,293T,10uM,24h,Punicalin,Cpd1761,65995-64-4,C1C2C(C(C(C(O2)O)O)O)OC(=O)C3=CC(=C(C(=C3C4=C(C(=C5C6=C4C(=O)OC7=C(C(=C(C8=C(C(=C(C=C8C(=O)O1)O)O)O)C(=C67)C(=O)O5)O)O)O)O)O)O)O
sample5_638,Compd1762,Plate18,5,293T,10uM,24h,"Gambogenic
acid",Cpd1762,173932-75-7,CC(=CCCC(=CCC1=C(C(=C2C(=C1O)C(=O)C3=CC4CC5C3(O2)C(C4=O)(OC5(C)C)CC=C(C)C(=O)O)CC=C(C)C)O)C)C
sample5_64,Compd1664,Plate17,5,293T,10uM,24h,"Glycosmisic
acid",Cpd1664,443908-19-8,COC1=CC(=CC2=C1OC(C2CO)C3=CC(=C(C=C3)O)OC)C=CC(=O)O
sample5_640,Compd1764,Plate18,5,293T,10uM,24h,Veratramine,Cpd1764,60-70-8,CC1CC(C(NC1)C(C)C2=C(C3=C(C=C2)C4CC=C5CC(CCC5(C4C3)C)O)C)O
sample5_641,Compd1765,Plate18,5,293T,10uM,24h,Nystose,Cpd1765,13133-07-8,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)COC3(C(C(C(O3)CO)O)O)COC4(C(C(C(O4)CO)O)O)CO)O)O)O)O
sample5_642,Compd1766,Plate18,5,293T,10uM,24h,"Quercetin
3-O-sophoroside
-7-O-rhamnosid e",Cpd1766,64828-40-6,CC1C(C(C(C(O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)OC4C(C(C(C(O4)CO)O)O)OC5C(C(C(C(O5)CO)O)O)O)C6=CC(=C(C=C6)O)O)O)O)O)O
sample5_643,Compd1767,Plate18,5,293T,10uM,24h,"Isorhamnetin 3,7-O-diglucosi
de",Cpd1767,6758-51-6,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)O
sample5_644,Compd1768,Plate18,5,293T,10uM,24h,Timosaponin AⅢ,Cpd1768,41059-79-4,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)C)C)OC1
sample5_645,Compd1769,Plate18,5,293T,10uM,24h,Neomangiferin,Cpd1769,64809-67-2,C1=C2C(=CC(=C1OC3C(C(C(C(O3)CO)O)O)O)O)OC4=C(C2=O)C(=C(C(=C4)O)C5C(C(C(C(O5)CO)O)O)O)O
sample5_646,Compd1770,Plate18,5,293T,10uM,24h,Hydroxy-α-san shool,Cpd1770,83883-10-7,CC=CC=CC=CCCC=CC(=O)NCC(C)(C)O
sample5_647,Compd1771,Plate18,5,293T,10uM,24h,Morellic acid,Cpd1771,5304-71-2,CC(=CCC1=C2C(=C(C3=C1OC45C6C(=O)C(CC4(C(O6)(C)C)CC=C(C)C(=O)O)C=C5C3=O)O)C=CC(O2)(C)C)C
sample5_648,Compd1772,Plate18,5,293T,10uM,24h,Acanthoside B,Cpd1772,7374-79-0,COC1=CC(=CC(=C1O)OC)C2C3COC(C3CO2)C4=CC(=C(C(=C4)OC)OC5C(C(C(C(O5)CO)O)O)O)OC
sample5_649,Compd1773,Plate18,5,293T,10uM,24h,"Pinosylvin
monomethyl ether",Cpd1773,35302-70-6,COC1=CC(=CC(=C1)O)C=CC2=CC=CC=C2
sample5_65,Compd1665,Plate17,5,293T,10uM,24h,6-Demethoxytan geretin,Cpd1665,6601-66-7,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3OC)OC)OC
sample5_650,Compd1774,Plate18,5,293T,10uM,24h,Decursin,Cpd1774,5928-25-6,CC(=CC(=O)OC1CC2=C(C=C3C(=C2)C=CC(=O)O3)OC1(C)C)C
sample5_651,Compd1775,Plate18,5,293T,10uM,24h,Butein,Cpd1775,487-52-5,C1=CC(=C(C=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O)O
sample5_652,Compd1776,Plate18,5,293T,10uM,24h,Sophocarpine,Cpd1776,6483-15-4,C1CC2CN3C(CC=CC3=O)C4C2N(C1)CCC4
sample5_653,Compd1777,Plate18,5,293T,10uM,24h,Arjunolic acid,Cpd1777,465-00-9,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1)C)C(=O)O)C
sample5_654,Compd1778,Plate18,5,293T,10uM,24h,"Liquiritin
apioside",Cpd1778,74639-14-8,C1C(OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)OC4C(C(C(C(O4)CO)O)O)OC5C(C(CO5)(CO)O)O
sample5_655,Compd1779,Plate18,5,293T,10uM,24h,Gambogic acid,Cpd1779,2752-65-0,CC(=CCCC1(C=CC2=C(C3=C(C(=C2O1)CC=C(C)C)OC45C6CC(C=C4C3=O)C(=O)C5(OC6(C)C)CC=C(C)C(=O)O)O)C)C
sample5_656,Compd1780,Plate18,5,293T,10uM,24h,"Epigambogic
acid",Cpd1780,887606-04-4,CC(=CCCC1(C=CC2=C(C3=C(C(=C2O1)CC=C(C)C)OC45C6CC(C=C4C3=O)C(=O)C5(OC6(C)C)CC=C(C)C(=O)O)O)C)C
sample5_657,Compd1781,Plate18,5,293T,10uM,24h,"Anemarrhenasa
ponin I",Cpd1781,163047-21-0,CC1C2C(C(C3C2(CCC4C3CCC5C4(CCC(C5)OC6C(C(C(C(O6)CO)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C)O)OC1(CCC(C)C)O
sample5_658,Compd1782,Plate18,5,293T,10uM,24h,Ardisiacrispin A,Cpd1782,23643-61-0,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(CO4)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(CO6)O)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)CCC89C3(CC(C1(C8CC(CC1)(C)C=O)CO9)O)C)C)C
sample5_659,Compd1783,Plate18,5,293T,10uM,24h,Ardisiacrispin B,Cpd1783,112766-96-8,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3COC(C(C3O)OC4C(C(C(C(O4)CO)O)O)O)OC5CCC6(C(C5(C)C)CCC7(C6CCC89C7(CC(C1(C8CC(CC1)(C)C=O)CO9)O)C)C)C)CO)O)O)O)O)O
sample5_66,Compd1666,Plate17,5,293T,10uM,24h,Sinensetin,Cpd1666,2306-27-6,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)OC)OC
sample5_660,Compd1784,Plate18,5,293T,10uM,24h,Ardisicrenoside A,Cpd1784,160824-52-2,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3COC(C(C3O)OC4C(C(C(C(O4)CO)O)O)O)OC5CCC6(C(C5(C)C)CCC7(C6CCC89C7(CC(C1(C8CC(CC1)(C)CO)CO9)O)C)C)C)CO)O)O)O)O)O
sample5_661,Compd1785,Plate18,5,293T,10uM,24h,Aegeline,Cpd1785,456-12-2,COC1=CC=C(C=C1)C(CNC(=O)C=CC2=CC=CC=C2)O
sample5_662,Compd1786,Plate18,5,293T,10uM,24h,Anemarrhenasa ponin III,Cpd1786,163047-23-2,CC1CCC2(C(C3C(O2)C(C4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)C)O)C)OC1
sample5_663,Compd1787,Plate18,5,293T,10uM,24h,Shikimic acid,Cpd1787,138-59-0,C1C(C(C(C=C1C(=O)O)O)O)O
sample5_664,Compd1788,Plate18,5,293T,10uM,24h,"Diosmetin-7-O-
β-D-
glucopyranoside",Cpd1788,20126-59-4,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O
sample5_665,Compd1789,Plate18,5,293T,10uM,24h,Cassiaside B2,Cpd1789,218155-40-9,CC1=CC(=O)C2=C(C3=C(C=C(C=C3C=C2O1)OC)OC4C(C(C(C(O4)COC5C(C(C(C(O5)CO)O)OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)O)O)O)O)O)O)O)O)O)O)O
sample5_667,Compd1791,Plate18,5,293T,10uM,24h,Tilianin,Cpd1791,4291-60-5,COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O
sample5_668,Compd1792,Plate18,5,293T,10uM,24h,Tigogenin,Cpd1792,77-60-1,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)O)C)C)C)OC1
sample5_669,Compd1793,Plate18,5,293T,10uM,24h,Siamenoside I,Cpd1793,126105-12-2,CC(CCC(C(C)(C)O)OC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)OC3C(C(C(C(O3)CO)O)O)O)C4CCC5(C4(CC(C6(C5CC=C7C6CCC(C7(C)C)OC8C(C(C(C(O8)CO)O)O)O)C)O)C)C
sample5_67,Compd1667,Plate17,5,293T,10uM,24h,Isosinensetin,Cpd1667,17290-70-9,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3OC)OC)OC)OC
sample5_670,Compd1794,Plate18,5,293T,10uM,24h,Kukoamine B,Cpd1794,164991-67-7,C1=CC(=C(C=C1CCC(=O)NCCCNCCCCN(CCCN)C(=O)CCC2=CC(=C(C=C2)O)O)O)O
sample5_671,Compd1795,Plate18,5,293T,10uM,24h,"Chrysophanol
tetraglucoside",Cpd1795,120181-08-0,CC1=CC2=C(C(=C1)OC3C(C(C(C(O3)COC4C(C(C(C(O4)CO)O)OC5C(C(C(C(O5)COC6C(C(C(C(O6)CO)O)O)O)O)O)O)O)O)O)O)C(=O)C7=C(C2=O)C=CC=C7O
sample5_672,Compd1796,Plate18,5,293T,10uM,24h,Kinsenoside,Cpd1796,151870-74-5,C1C(COC1=O)OC2C(C(C(C(O2)CO)O)O)O
sample5_673,Compd1797,Plate18,5,293T,10uM,24h,Glucoaurantio-o btusin,Cpd1797,129025-96-3,
sample5_674,Compd1798,Plate18,5,293T,10uM,24h,Gomisin N,Cpd1798,69176-52-9,CC1CC2=CC3=C(C(=C2C4=C(C(=C(C=C4CC1C)OC)OC)OC)OC)OCO3
sample5_675,Compd1799,Plate18,5,293T,10uM,24h,Darutoside,Cpd1799,59219-65-7,CC1(C2CCC3=CC(CCC3C2(CCC1OC4C(C(C(C(O4)CO)O)O)O)C)(C)C(CO)O)C
sample5_676,Compd1800,Plate18,5,293T,10uM,24h,Cassiaside,Cpd1800,123914-49-8,CC1=CC(=O)C2=C(O1)C=C3C=CC=C(C3=C2O)OC4C(C(C(C(O4)CO)O)O)O
sample5_677,DMSO,Plate18,5,293T,10uM,24h,,,,
sample5_678,DMSO,Plate18,5,293T,10uM,24h,,,,
sample5_679,DMSO,Plate18,5,293T,10uM,24h,,,,
sample5_68,Compd1668,Plate17,5,293T,10uM,24h,"Suavissimoside
R1",Cpd1668,95645-51-5,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C(=O)O)O)O)C)C)C2C1(C)O)C)C(=O)OC6C(C(C(C(O6)CO)O)O)O
sample5_680,DMSO,Plate18,5,293T,10uM,24h,,,,
sample5_681,DMSO,Plate18,5,293T,10uM,24h,,,,
sample5_682,DMSO,Plate18,5,293T,10uM,24h,,,,
sample5_683,JQ1,Plate18,5,293T,10uM,24h,,,,
sample5_684,JQ1,Plate18,5,293T,10uM,24h,,,,
sample5_685,JQ1,Plate18,5,293T,10uM,24h,,,,
sample5_686,JQ1,Plate18,5,293T,10uM,24h,,,,
sample5_687,JQ1,Plate18,5,293T,10uM,24h,,,,
sample5_688,JQ1,Plate18,5,293T,10uM,24h,,,,
sample5_69,Compd1669,Plate17,5,293T,10uM,24h,Orcinol,Cpd1669,504-15-4,CC1=CC(=CC(=C1)O)O
sample5_7,Compd1607,Plate17,5,293T,10uM,24h,Rebaudioside E,Cpd1607,63279-14-1,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)(C)C(=O)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)CO)O)O)O
sample5_70,Compd1670,Plate17,5,293T,10uM,24h,Lovastatin,Cpd1670,75330-75-5,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C
sample5_705,Compd1801,Plate19,5,293T,10uM,24h,PSX019,Cpd1801,,
sample5_706,Compd1802,Plate19,5,293T,10uM,24h,"Isorubrofusarin
gentiobioside",Cpd1802,200127-93-1,CC1=CC(=O)C2=C(O1)C3=C(C=C(C=C3C=C2O)OC)OC4C(C(C(C(O4)COC5C(C(C(C(O5)CO)O)O)O)O)O)O
sample5_707,Compd1803,Plate19,5,293T,10uM,24h,Emodin-1-O-β- gentiobioside,Cpd1803,849789-95-3,CC1=CC2=C(C(=C1)OC3C(C(C(C(O3)COC4C(C(C(C(O4)CO)O)O)O)O)O)O)C(=O)C5=C(C2=O)C=C(C=C5O)O
sample5_708,Compd1804,Plate19,5,293T,10uM,24h,"Mogroside
II-A2",Cpd1804,88901-45-5,CC(CCC(C(C)(C)O)O)C1CCC2(C1(CC(C3(C2CC=C4C3CCC(C4(C)C)OC5C(C(C(C(O5)COC6C(C(C(C(O6)CO)O)O)O)O)O)O)C)O)C)C
sample5_709,Compd1805,Plate19,5,293T,10uM,24h,Mogroside II-E,Cpd1805,88901-38-6,CC(CCC(C(C)(C)O)OC1C(C(C(C(O1)CO)O)O)O)C2CCC3(C2(CC(C4(C3CC=C5C4CCC(C5(C)C)OC6C(C(C(C(O6)CO)O)O)O)C)O)C)C
sample5_71,Compd1671,Plate17,5,293T,10uM,24h,Hinokiflavone,Cpd1671,19202-36-9,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)OC4=CC=C(C=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O)O
sample5_710,Compd1806,Plate19,5,293T,10uM,24h,Mogroside III,Cpd1806,130567-83-8,CC(CCC(C(C)(C)O)OC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)O)C3CCC4(C3(CC(C5(C4CC=C6C5CCC(C6(C)C)OC7C(C(C(C(O7)CO)O)O)O)C)O)C)C
sample5_711,Compd1807,Plate19,5,293T,10uM,24h,Mogroside Ⅲ-E,Cpd1807,88901-37-5,CC(CCC(C(C)(C)O)OC1C(C(C(C(O1)CO)O)O)OC2C(C(C(C(O2)CO)O)O)O)C3CCC4(C3(CC(C5(C4CC=C6C5CCC(C6(C)C)OC7C(C(C(C(O7)CO)O)O)O)C)O)C)C
sample5_712,Compd1808,Plate19,5,293T,10uM,24h,"Mogroside
Ⅲ-A1",Cpd1808,88901-42-2,CC(CCC(C(C)(C)O)OC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)OC3C(C(C(C(O3)CO)O)O)O)C4CCC5(C4(CC(C6(C5CC=C7C6CCC(C7(C)C)O)C)O)C)C
sample5_713,Compd1809,Plate19,5,293T,10uM,24h,Mogroside III-A2,Cpd1809,88901-43-3,CC(CCC(C(C)(C)O)OC1C(C(C(C(O1)CO)O)O)O)C2CCC3(C2(CC(C4(C3CC=C5C4CCC(C5(C)C)OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)O)O)O)O)O)O)C)O)C)C
sample5_714,Compd1810,Plate19,5,293T,10uM,24h,Mogroside IV-A,Cpd1810,88901-41-1,CC(CCC(C(C)(C)O)OC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)O)C3CCC4(C3(CC(C5(C4CC=C6C5CCC(C6(C)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C)O)C)C
sample5_715,Compd1811,Plate19,5,293T,10uM,24h,Mogroside IV-E,Cpd1811,88915-64-4,CC(CCC(C(C)(C)O)OC1C(C(C(C(O1)CO)O)O)OC2C(C(C(C(O2)CO)O)O)O)C3CCC4(C3(CC(C5(C4CC=C6C5CCC(C6(C)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C)O)C)C
sample5_716,Compd1812,Plate19,5,293T,10uM,24h,11-Oxomogrosi de IV,Cpd1812,2096516-32-2,CC(CCC(C(C)(C)O)OC1C(C(C(C(O1)CO)O)O)OC2C(C(C(C(O2)CO)O)O)O)C3CCC4(C3(CC(=O)C5(C4CC=C6C5CCC(C6(C)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C)C)C
sample5_717,Compd1813,Plate19,5,293T,10uM,24h,"Rubrofusarin
gentiobioside",Cpd1813,24577-90-0,CC1=CC(=O)C2=C(C3=C(C=C(C=C3C=C2O1)OC)OC4C(C(C(C(O4)COC5C(C(C(C(O5)CO)O)O)O)O)O)O)O
sample5_718,Compd1814,Plate19,5,293T,10uM,24h,11-Deoxymogro side V,Cpd1814,1707161-17-8,CC(CCC(C(C)(C)O)OC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)OC3C(C(C(C(O3)CO)O)O)O)C4CCC5(C4(CCC6(C5CC=C7C6CCC(C7(C)C)OC8C(C(C(C(O8)COC9C(C(C(C(O9)CO)O)O)O)O)O)O)C)C)C
sample5_719,Compd1815,Plate19,5,293T,10uM,24h,Deoxyelephanto pin,Cpd1815,29307-03-7,CC1=CC2C(C(CC3=CC(C1)OC3=O)OC(=O)C(=C)C)C(=C)C(=O)O2
sample5_72,Compd1672,Plate17,5,293T,10uM,24h,"3-Hydroxymori
ndone",Cpd1672,80368-74-7,CC1=C(C=C2C(=C1O)C(=O)C3=C(C2=O)C(=C(C=C3)O)O)O
sample5_720,Compd1816,Plate19,5,293T,10uM,24h,Isodeoxyelepha ntopin,Cpd1816,38927-54-7,CC1=CC2C(C(CC3=CC(C1)OC3=O)OC(=O)C(=C)C)C(=C)C(=O)O2
sample5_721,Compd1817,Plate19,5,293T,10uM,24h,Cassiaside B,Cpd1817,119170-51-3,CC1=CC(=O)C2=C(C3=C(C=C(C=C3C=C2O1)OC)OC4C(C(C(C(O4)COC5C(C(CO5)(CO)O)O)O)O)O)O
sample5_722,Compd1818,Plate19,5,293T,10uM,24h,Cassiaside C,Cpd1818,119170-52-4,CC1=CC2=CC3=CC(=CC(=C3C(=C2C(=O)O1)O)OC4C(C(C(C(O4)COC5C(C(C(C(O5)CO)O)O)O)O)O)O)OC
sample5_723,Compd1819,Plate19,5,293T,10uM,24h,Obtusin,Cpd1819,70588-05-5,CC1=CC2=C(C(=C1O)OC)C(=O)C3=C(C(=C(C=C3C2=O)OC)OC)O
sample5_724,Compd1820,Plate19,5,293T,10uM,24h,"14-Deoxy-12-et
hoxyl andrographolide",Cpd1820,,
sample5_725,Compd1821,Plate19,5,293T,10uM,24h,Eupatorin,Cpd1821,855-96-9,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)O)O
sample5_726,Compd1822,Plate19,5,293T,10uM,24h,Scabertopin,Cpd1822,185213-52-9,CC=C(C)C(=O)OC1CC2=CC(CC(=CC3C1C(=C)C(=O)O3)C)OC2=O
sample5_727,Compd1823,Plate19,5,293T,10uM,24h,Hythiemoside B,Cpd1823,853267-90-0,CC(=O)OC(CO)C1(CCC2C(=C1)CCC3C2(CCC(C3(C)C)OC4C(C(C(C(O4)CO)O)O)O)C)C
sample5_728,Compd1824,Plate19,5,293T,10uM,24h,"Kaempferol
3-O-β-D-glucu ronide",Cpd1824,22688-78-4,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)C(=O)O)O)O)O)O
sample5_729,Compd1825,Plate19,5,293T,10uM,24h,"Sanguisorbigeni
n",Cpd1825,6812-98-2,CC1=C(C2C3=CCC4C5(CCC(C(C5CCC4(C3(CCC2(CC1)C(=O)O)C)C)(C)C)O)C)C
sample5_73,Compd1673,Plate17,5,293T,10uM,24h,"3'-Demethylnobi
letin",Cpd1673,112448-39-2,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)O
